image_path,split,pred_text,confidence,format_ok,signature,priority,reason,plate_text
data/crnn_crops/train/IMG_4273_jpg.rf.f36def91eed325397da1dbc70093bce0.jpg,train,2-3,0.2483,0,D-D,1,format-invalid,
data/crnn_crops/train/IMG_8690_JPG.rf.b0d1b5c6cd02f70012b43e5ab5fa0626.jpg,train,-03,0.2509,0,-DD,1,format-invalid,1TJ-2745
data/crnn_crops/train/IMG_7797_jpg.rf.80970b829f1fcce21ce111e87321ab6b.jpg,train,-76,0.2515,0,-DD,1,format-invalid,1A-2230
data/crnn_crops/valid/IMG_8878_JPG.rf.768c7764cd8f2eaf633ab48b7771e7fb.jpg,valid,27,0.255,0,DD,1,format-invalid,
data/crnn_crops/train/IMG_8773_JPG.rf.f1bffda142f81ac57afd86ff290ae449.jpg,train,-18,0.2573,0,-DD,1,format-invalid,
data/crnn_crops/train/IMG_8593_jpg.rf.c01a87ef7c80ef625959ef5ef91eb11c.jpg,train,-00,0.2592,0,-DD,1,format-invalid,
data/crnn_crops/train/IMG_8656_JPG.rf.f6920b6a308ca1940662e6b1e143cb14.jpg,train,-47,0.2614,0,-DD,1,format-invalid,
data/crnn_crops/valid/IMG_6265_jpg.rf.f85ca877db9f5a4fba5cfe4497c914fd.jpg,valid,1--7,0.2682,0,D-D,1,format-invalid,1I-6427
data/crnn_crops/train/IMG_8842_JPG.rf.47430b48df83a0b02d77d81769906dcb.jpg,train,-16,0.2686,0,-DD,1,format-invalid,1AI-2439
data/crnn_crops/valid/IMG_8841_JPG.rf.18c7d2836f97c59bad1f36e2aacc4f2d.jpg,valid,B-2,0.2701,0,L-D,1,format-invalid,
data/crnn_crops/valid/IMG_121_jpg.rf.253aba695336f25408de64dcd5a71411.jpg,valid,1--9,0.2751,0,D-D,1,format-invalid,1E-8906
data/crnn_crops/train/IMG_8508_jpg.rf.e67568ea9114a0a7321b4f47225b2412.jpg,train,1-1-,0.2774,0,D-D-,1,format-invalid,1S-6654
data/crnn_crops/train/IMG_8553_JPG.rf.a36c9794ec9d048a645e7bf4280d0bd7.jpg,train,15,0.2792,0,DD,1,format-invalid,1AD-5922
data/crnn_crops/valid/IMG_8616_JPG.rf.ec353560978afa7d2f1c701841a420e1.jpg,valid,17,0.2826,0,DD,1,format-invalid,1R-2946
data/crnn_crops/train/IMG_8832_JPG.rf.efed752d1bd979e8f736d58fc7833e94.jpg,train,1-0,0.2838,0,D-D,1,format-invalid,1B-9206
data/crnn_crops/train/IMG_3613_jpg.rf.5bdb6f1baed3ca8194da8f24732d68e0.jpg,train,2--7,0.2866,0,D-D,1,format-invalid,
data/crnn_crops/train/IMG_5524_jpg.rf.6dcde89f58ff79a3a6eccd3d03bb5b4f.jpg,train,17,0.2876,0,DD,1,format-invalid,1H-9171
data/crnn_crops/train/22017709_jpg.rf.13f1e2c761b11ab0d19942faa2474341.jpg,train,-31,0.2907,0,-DD,1,format-invalid,
data/crnn_crops/valid/IMG_8635_JPG.rf.268270d4452bce12ec5336846009c679.jpg,valid,27,0.2919,0,DD,1,format-invalid,
data/crnn_crops/valid/IMG_3192_jpg.rf.881f30cf215196cd6379137004ffe9a7.jpg,valid,121,0.2927,0,DDD,1,format-invalid,
data/crnn_crops/train/IMG_3599_jpg.rf.0f6d537e57737e15ca41d521df2e8d76.jpg,train,1-1,0.2928,0,D-D,1,format-invalid,1V-8587
data/crnn_crops/train/IMG_8880_JPG.rf.cfae169464a61ba85bcf5da65e10568f.jpg,train,4--7,0.2938,0,D-D,1,format-invalid,1K-4775
data/crnn_crops/train/IMG_8692_JPG.rf.690692823abb0645eaccafbbc5d2caab.jpg,train,-45,0.2957,0,-DD,1,format-invalid,1M-7037
data/crnn_crops/train/Battambang-number-plate_27_jpeg.rf.b984e2482ab65da80880e690d2b5920c.jpg,train,4--6,0.2969,0,D-D,1,format-invalid,1IX-9748
data/crnn_crops/train/IMG_8877_JPG.rf.7610cace18b699481f4d8927b953ae85.jpg,train,2-0-,0.2979,0,D-D-,1,format-invalid,1KE-7636
data/crnn_crops/valid/IMG_8643_JPG.rf.dc3e7b81e61a9735f0d42eb7bdcc26ed.jpg,valid,-06,0.2987,0,-DD,1,format-invalid,1JX-9097
data/crnn_crops/train/photo_2023-05-31_16-46-03_jpg.rf.0e6991952264d0ccd4982d2aab9a2658.jpg,train,121,0.3007,0,DDD,1,format-invalid,
data/crnn_crops/train/IMG_9524_jpg.rf.5e0893051db75e200b12e7e99da000d0.jpg,train,2F--,0.3012,0,DL-,1,format-invalid,1C-8897
data/crnn_crops/train/IMG_8706_JPG.rf.8d049609697a86a3ed58846022d6d361.jpg,train,2-0,0.3085,0,D-D,1,format-invalid,1AQ-2139
data/crnn_crops/train/IMG_3366_jpg.rf.63ba793419945f26659c7d52862e17d7.jpg,train,2-6,0.3094,0,D-D,1,format-invalid,1AS-4722
data/crnn_crops/train/IMG_8650_JPG.rf.d778617f7a4619fc46fb26e449869ce1.jpg,train,1-1,0.31,0,D-D,1,format-invalid,1AB-2247
data/crnn_crops/train/photo_2023-05-31_16-45-59_jpg.rf.4c070b520e034a4fee7d3f8c14378e1a.jpg,train,1-9,0.3111,0,D-D,1,format-invalid,1E-8906
data/crnn_crops/valid/IMG_d8332_JPG.rf.d05c9554921efb8334cf30f716ad6cac.jpg,valid,4-1,0.3121,0,D-D,1,format-invalid,1G-6733
data/crnn_crops/train/IMG_8590_JPG.rf.dc9e356c32ec6d61e3a1968c5dd6b01d.jpg,train,26,0.3155,0,DD,1,format-invalid,1R-0026
data/crnn_crops/train/IMG_1119_jpg.rf.c72f7d5017361a5c0a534b67abe29ed2.jpg,train,1-11,0.3197,0,D-DD,1,format-invalid,
data/crnn_crops/train/IMG_8543_JPG.rf.46acabd360c74d97508ebdad378ba22c.jpg,train,2-27,0.3276,0,D-DD,1,format-invalid,1AS-8141
data/crnn_crops/train/IMG_8668_JPG.rf.50503348770e48765cc89e8c20bb4a00.jpg,train,2-9,0.3281,0,D-D,1,format-invalid,1P-0331
data/crnn_crops/valid/IMG_8639_JPG.rf.5ab474b0a6d1d7f9f9e4c2881dc2850e.jpg,valid,17,0.3284,0,DD,1,format-invalid,1X-2455
data/crnn_crops/train/IMG_d6176_JPG.rf.433d3ae070f559ec22a3eb760822020a.jpg,train,2-66,0.3294,0,D-DD,1,format-invalid,1M-6620
data/crnn_crops/valid/IMG_7747_jpg.rf.80c629e126cf4e4a4159cec9e17b2b47.jpg,valid,F-17,0.331,0,L-DD,1,format-invalid,1G-0113
data/crnn_crops/train/IMG_8143_jpg.rf.7661fb04f1e276954389434269d65ec8.jpg,train,2A---3,0.3335,0,DL-D,1,format-invalid,1M-0384
data/crnn_crops/train/IMG_5557_jpg.rf.f7ffe0b659860e6bd96b81b5dd0b257d.jpg,train,-10,0.3339,0,-DD,1,format-invalid,
data/crnn_crops/train/IMG_d3429_JPG.rf.f554b92f7589c5e7a6eb9ea8ed1cd96d.jpg,train,-99,0.3366,0,-DD,1,format-invalid,1Y-3323
data/crnn_crops/train/IMG_8418_jpg.rf.cd79f7a185c78972db14ab9ac4d8bc64.jpg,train,1-6,0.338,0,D-D,1,format-invalid,1G-5292
data/crnn_crops/valid/IMG_1048_jpg.rf.9032355c34c78ec975df0673c2e05800.jpg,valid,1-7,0.3393,0,D-D,1,format-invalid,1V-2142
data/crnn_crops/train/IMG_8631_JPG.rf.4bb07c61bddcebb7972864e94bb9d27d.jpg,train,1-7,0.3406,0,D-D,1,format-invalid,1V-2518
data/crnn_crops/train/IMG_6506_jpg.rf.1bcb680ad1f4435123acce11d952118d.jpg,train,--74,0.348,0,-DD,1,format-invalid,
data/crnn_crops/train/IMG_5217_jpg.rf.167ee0b5ab597d63250ad3ca4e4ea867.jpg,train,315,0.3509,0,DDD,1,format-invalid,1K-6688
data/crnn_crops/train/IMG_3045_jpg.rf.122831bd5aee256d4fe9b589e69c375f.jpg,train,--00,0.3522,0,-DD,1,format-invalid,
data/crnn_crops/train/IMG_8667_JPG.rf.f70d4e640d00e7299e2aeff79be5ecf8.jpg,train,--067,0.3542,0,-DDD,1,format-invalid,1J-4284
data/crnn_crops/train/IMG_7934_jpg.rf.0b3b150cbbe8f7e6d4c276ee8e1a0f3f.jpg,train,-182,0.3548,0,-DDD,1,format-invalid,1LL-3797
data/crnn_crops/train/22018976_jpg.rf.46f42916b6165d6b38d74566649cd974.jpg,train,S76,0.3549,0,LDD,1,format-invalid,1-0448
data/crnn_crops/valid/IMG_7945_jpg.rf.16c2c5dd2f5091fa29c3eced6fa055d9.jpg,valid,Z-635,0.3592,0,L-DDD,1,format-invalid,1LJ-6753
data/crnn_crops/train/photo_2023-05-31_16-46-12_jpg.rf.934756333340a6e6d84a675c2cf8f894.jpg,train,2-70,0.3667,0,D-DD,1,format-invalid,1E-7158
data/crnn_crops/train/IMG_8866_jpg.rf.21e0ab2c6632f06d038cbc3b5c7de087.jpg,train,2-02,0.3686,0,D-DD,1,format-invalid,1M-5841
data/crnn_crops/train/IMG_8638_JPG.rf.6f9a842fdb80880b02f90360eebca7de.jpg,train,-76,0.3713,0,-DD,1,format-invalid,
data/crnn_crops/train/IMG_4510_jpg.rf.713dac0e308231d03fa9fca805b3c743.jpg,train,20-5,0.3718,0,DD-D,1,format-invalid,
data/crnn_crops/train/IMG_9819_jpg.rf.2354d7374c3f8106a81ae6894d97ee25.jpg,train,1-82,0.3752,0,D-DD,1,format-invalid,1F-2713
data/crnn_crops/train/photo_2023-05-31_16-46-13-2-_jpg.rf.38a6b263fc6583a3123a208f2b338610.jpg,train,1E7,0.38,0,DLD,1,format-invalid,1F-2145
data/crnn_crops/valid/IMG_2563_jpg.rf.d7989467027f1f90d41833e934afcb82.jpg,valid,1-75,0.3832,0,D-DD,1,format-invalid,1R-3702
data/crnn_crops/train/IMG_d3846_JPG.rf.481c1688a856d7cc3ba7d4baed3ac366.jpg,train,168,0.385,0,DDD,1,format-invalid,1X-6843
data/crnn_crops/train/IMG_8663_JPG.rf.0e0dccff4d72e455b5ebb94e46679cf4.jpg,train,1--B6,0.3854,0,D-LD,1,format-invalid,1AB-8424
data/crnn_crops/train/IMG_8884_JPG.rf.e8b062cfe9dc0f7f3a683d6b79ea4c41.jpg,train,1-88,0.3861,0,D-DD,1,format-invalid,
data/crnn_crops/valid/1650855940183_jpg.rf.37fa2f11ea3474ca32acbe07fefc53ca.jpg,valid,4-67,0.39,0,D-DD,1,format-invalid,
data/crnn_crops/valid/IMG_8826_JPG.rf.6a4c319153c5cb29328aa498e38a8cda.jpg,valid,207,0.3916,0,DDD,1,format-invalid,1R-6141
data/crnn_crops/train/IMG_8666_JPG.rf.d96702729e0019d090582a7f2aeff865.jpg,train,13-5,0.3953,0,DD-D,1,format-invalid,
data/crnn_crops/train/Kandal-number-plate_12_jpeg.rf.377bc73a382b73f4b6cb8b6600df8a77.jpg,train,-02,0.398,0,-DD,1,format-invalid,
data/crnn_crops/train/IMG_9160_jpg.rf.a3de75058de73961d078dc9a36915453.jpg,train,2A78,0.3985,0,DLDD,1,format-invalid,1A-2284
data/crnn_crops/train/IMG_d8957_JPG.rf.7d496f13e4667ce5cd8e2af4edbe3820.jpg,train,4-16,0.4007,0,D-DD,1,format-invalid,1AA-5305
data/crnn_crops/train/IMG_5832_jpg.rf.8852da41737f6fa76679064a51454166.jpg,train,-077,0.4008,0,-DDD,1,format-invalid,
data/crnn_crops/train/IMG_8683_JPG.rf.c1e929d83e84ef359388a0264dc6e650.jpg,train,-J77,0.4026,0,-LDD,1,format-invalid,1I-1407
data/crnn_crops/train/IMG_8658_JPG.rf.82b329adeb1abef3cf73ad712642b0de.jpg,train,12-7,0.4034,0,DD-D,1,format-invalid,1Y-7894
data/crnn_crops/train/IMG_8627_JPG.rf.3a9ffdfdaa31da9824979ebe8769f4b3.jpg,train,-758,0.4043,0,-DDD,1,format-invalid,1FJ-1336
data/crnn_crops/train/IMG_3932_jpg.rf.d4cc37da8db3c82635423cf3f91e8eee.jpg,train,1-77,0.4092,0,D-DD,1,format-invalid,
data/crnn_crops/train/IMG_8752_JPG.rf.4035d2085c1847b068e70ac7d7a26989.jpg,train,A---75,0.411,0,L-DD,1,format-invalid,1M-3933
data/crnn_crops/train/IMG_8898_jpg.rf.25f7e96d63c74e99e77484951e0b4360.jpg,train,1F--8,0.4155,0,DL-D,1,format-invalid,1F-0234
data/crnn_crops/valid/Mondulkiri-number-plate_10_jpeg.rf.0c18333970624e0c5651066634b6a42a.jpg,valid,1J07,0.4168,0,DLDD,1,format-invalid,1CT-6477
data/crnn_crops/valid/IMG_8632_JPG.rf.0279270e37a4fa07852476fd0a64da31.jpg,valid,2-5-7,0.4199,0,D-D-D,1,format-invalid,1V-2548
data/crnn_crops/train/IMG_8863_JPG.rf.32a1be553a576efba4be51b5b2df20bb.jpg,train,2B-60,0.427,0,DL-DD,1,format-invalid,1AR-9561
data/crnn_crops/valid/IMG_8454_jpg.rf.ef61b208d584e08b8d337af177d0e4c4.jpg,valid,3A-7,0.4274,0,DL-D,1,format-invalid,1I-2779
data/crnn_crops/train/IMG_7637_jpg.rf.d063ee626a3aecb0e60a919e8a5a5efb.jpg,train,1F-7,0.4302,0,DL-D,1,format-invalid,1G-4252
data/crnn_crops/valid/IMG_8676_JPG.rf.cb24d9ad36b1a88ca9f728013c9b0f07.jpg,valid,217,0.4325,0,DDD,1,format-invalid,1X-1497
data/crnn_crops/valid/IMG_4289_jpg.rf.afb5723a1db639c3def76e593fda7fbd.jpg,valid,4S-4,0.4349,0,DL-D,1,format-invalid,1AQ-5404
data/crnn_crops/train/IMG_8618_JPG.rf.d947923d474a63fc102eeeb39028c33b.jpg,train,2-97,0.4378,0,D-DD,1,format-invalid,
data/crnn_crops/train/IMG_8669_JPG.rf.75d30d0b6d8838ded04e732be69065b1.jpg,train,2-16,0.4378,0,D-DD,1,format-invalid,1P-0331
data/crnn_crops/valid/IMG_8634_JPG.rf.491ad5f77b55d51a24f89072831bb3e3.jpg,valid,2-97,0.4384,0,D-DD,1,format-invalid,1AE-9733
data/crnn_crops/valid/22033292_jpg.rf.4de83aff77d083af790e3aa3c6226701.jpg,valid,1336,0.4409,0,DDDD,1,format-invalid,
data/crnn_crops/train/302096941_422923943154747_3008083968925692431_n_jpg.rf.ce55c279c5b3e2e5f8976478f8ede520.jpg,train,-7275,0.4413,0,-DDDD,1,format-invalid,
data/crnn_crops/train/-702003168216592248310842-j_jpg.rf.a8e04b695b4d2da16e2e1576b380b75f.jpg,train,101,0.4423,0,DDD,1,format-invalid,
data/crnn_crops/train/IMG_5904_jpg.rf.43517612c04c8001d2e68c7765424206.jpg,train,101,0.4423,0,DDD,1,format-invalid,
data/crnn_crops/train/IMG_8886_JPG.rf.b5fae3c23615ddcdbe53fbf7ebe33b88.jpg,train,-A-224,0.4429,0,-L-DDD,1,format-invalid,1-0448
data/crnn_crops/train/IMG_9672_jpg.rf.c0c5a9cd2c6bf56691ef6ad55c0fb48b.jpg,train,3388,0.4443,0,DDDD,1,format-invalid,
data/crnn_crops/train/IMG_8827_JPG.rf.05c8c6ee41025f7b8e6b4484a2485cea.jpg,train,--027,0.4453,0,-DDD,1,format-invalid,1R-6141
data/crnn_crops/train/IMG_8831_JPG.rf.4392005985c1193c2d4f79d00ba51cd9.jpg,train,2--55,0.4466,0,D-DD,1,format-invalid,1G-7939
data/crnn_crops/train/IMG_8609_JPG.rf.88bf03c67ebdd35afce4067fbe2e2019.jpg,train,2-57,0.4498,0,D-DD,1,format-invalid,1E-8757
data/crnn_crops/train/IMG_4507_jpg.rf.143a200e8f0ef71830021278b48226e0.jpg,train,1-63,0.4508,0,D-DD,1,format-invalid,1E-8841
data/crnn_crops/train/IMG_d4807_JPG.rf.23e7aacb63bd5a6d3b72769e2b30372f.jpg,train,2-77,0.4533,0,D-DD,1,format-invalid,
data/crnn_crops/train/IMG_4909_jpg.rf.75c2ee36bbdd18e56152b1fc64fa955b.jpg,train,1262,0.4548,0,DDDD,1,format-invalid,1E-1242
data/crnn_crops/train/IMG_9376_jpg.rf.7269c4510169a7b58bcfb0d8a5d438f1.jpg,train,1F--0,0.455,0,DL-D,1,format-invalid,1E-5245
data/crnn_crops/train/IMG_8646_JPG.rf.7ff58a8256dd237b102ab1c4a7bb081e.jpg,train,1-05,0.4556,0,D-DD,1,format-invalid,1JU-4085
data/crnn_crops/train/akgjgitjsljrerdfkjwe_jpg.rf.743f1875e717da39bdb1a57d359ff298.jpg,train,2-26,0.4571,0,D-DD,1,format-invalid,1V-7001
data/crnn_crops/train/IMG_8859_JPG.rf.83fd71a187b999e952d61b17b8444768.jpg,train,160,0.4579,0,DDD,1,format-invalid,1I-0259
data/crnn_crops/valid/IMG_8624_JPG.rf.1e08a6372e38e3f151ab4f2e5be35800.jpg,valid,2--0-7,0.4591,0,D-D-D,1,format-invalid,1D-3040
data/crnn_crops/train/IMG_8536_JPG.rf.b16cb4247761de0871c8130e58b9c220.jpg,train,Q-05,0.4614,0,L-DD,1,format-invalid,1AO-3679
data/crnn_crops/train/IMG_5060_jpg.rf.ad6f3bf4f6356e53af8393d1d7f177b3.jpg,train,1F-70,0.4651,0,DL-DD,1,format-invalid,1M-6258
data/crnn_crops/valid/Screenshot-2023-05-30-162938_png.rf.6d8196e97ec8d5b666abaaefe6ac8571.jpg,valid,7150,0.4653,0,DDDD,1,format-invalid,
data/crnn_crops/valid/IMG_6419_jpg.rf.8aad8abdca9131bdf72c787f2318c8c0.jpg,valid,665,0.4654,0,DDD,1,format-invalid,
data/crnn_crops/valid/4E2A9729_jpg.rf.d44012f336da32d685a34e8887b190dd.jpg,valid,AM3,0.4661,0,LLD,1,format-invalid,SAMNANG9
data/crnn_crops/train/IMG_6660_jpg.rf.7dd4f877549d353a5de4883b32238418.jpg,train,AM3,0.4708,0,LLD,1,format-invalid,SAMNANG9
data/crnn_crops/valid/IMG_8547_JPG.rf.d0ba7119761acdc0d719d9d01da1bffa.jpg,valid,-B-07,0.4725,0,-L-DD,1,format-invalid,1Y-7108
data/crnn_crops/train/IMG_8707_JPG.rf.a58e20f01ba4003d63e7c998578e9fe4.jpg,train,4F-15,0.4747,0,DL-DD,1,format-invalid,1H-8545
data/crnn_crops/valid/IMG_8848_JPG.rf.66a17c59a93dd2914fc599b5f562281a.jpg,valid,A-56,0.4758,0,L-DD,1,format-invalid,1X-9130
data/crnn_crops/train/IMG_8515_JPG.rf.bb846272895b2c3834905eb7c5de76a9.jpg,train,4-1-7,0.477,0,D-D-D,1,format-invalid,
data/crnn_crops/valid/IMG_6029_jpg.rf.ea8bad97b93a8c0215b6be1524745f25.jpg,valid,147979,0.4773,0,DDDDDD,1,format-invalid,
data/crnn_crops/valid/IMG_6036_jpg.rf.52e120b31241df6032378464b75af1a9.jpg,valid,1-63,0.4797,0,D-DD,1,format-invalid,1J-6913
data/crnn_crops/train/dcf1e7ac373140c592eakfe2fbccc2b603_jpg.rf.5f76292c474aeed281fdd79365819ecc.jpg,train,3-365,0.4807,0,D-DDD,1,format-invalid,2B-2005
data/crnn_crops/train/IMG_4471_jpg.rf.bf6841554ad571daa7b263dedecdaa8f.jpg,train,1F-1,0.4846,0,DL-D,1,format-invalid,1U-8989
data/crnn_crops/valid/IMG_6412_jpg.rf.2154f390a8a1f80f1b96c0bb858d03dd.jpg,valid,191,0.4866,0,DDD,1,format-invalid,1H-9690
data/crnn_crops/valid/IMG_8783_JPG.rf.8360abadedbe19ded1270be0c38b4e44.jpg,valid,42-73,0.487,0,DD-DD,1,format-invalid,1W-0444
data/crnn_crops/train/IMG_8568_JPG.rf.df84bb8d77ac16faeb8f2ae5ea58440c.jpg,train,18F-616,0.4892,0,DDL-DDD,1,format-invalid,1AE-6817
data/crnn_crops/train/14016dedb3b54fdcadda25f2d0d357fc_jpg.rf.24993719d5001400c361a9f0d98ef810.jpg,train,163,0.4897,0,DDD,1,format-invalid,
data/crnn_crops/train/IMG_8759_JPG.rf.6fb0ab82c6cd98e4be2b792e44e7bc63.jpg,train,1-487,0.4898,0,D-DDD,1,format-invalid,1J-4314
data/crnn_crops/train/IMG_8669_jpg.rf.6ba0eeade47baa14bd35c827a5b80a9d.jpg,train,2277,0.4936,0,DDDD,1,format-invalid,
data/crnn_crops/train/IMG_8749_JPG.rf.e4fddf0ebc014f57ec26045a8b97d73c.jpg,train,1-066,0.4949,0,D-DDD,1,format-invalid,1I-0259
data/crnn_crops/train/IMG_4217_jpg.rf.0cdc0343dff3515c5affbb91a981c627.jpg,train,4-166,0.4955,0,D-DDD,1,format-invalid,1M-0220
data/crnn_crops/train/IMG_6485_jpg.rf.47e0cbce4a7c089b54af034686b49064.jpg,train,4978,0.4972,0,DDDD,1,format-invalid,
data/crnn_crops/train/c49d6807-68d3-4219-872c-dc9f8eca0719_jpg.rf.1be84c6033669a2e9d274ded4e8effd1.jpg,train,-S-36,0.4979,0,-L-DD,1,format-invalid,
data/crnn_crops/valid/IMG_6184_jpg.rf.2271bde6f6d5db6602181fe444539ae5.jpg,valid,3J50,0.4982,0,DLDD,1,format-invalid,
data/crnn_crops/valid/IMG_7852_jpg.rf.9f866cf7ba48a58aba376701e2217526.jpg,valid,1A75,0.5004,0,DLDD,1,format-invalid,1I-2779
data/crnn_crops/valid/IMG_4925_jpg.rf.ab96db9ae4f15006997c358920172332.jpg,valid,780,0.5041,0,DDD,1,format-invalid,
data/crnn_crops/train/IMG_3844_jpg.rf.88b4ca41700c42dbdb8264fcc0345a46.jpg,train,1B77,0.5043,0,DLDD,1,format-invalid,1S-9271
data/crnn_crops/train/IMG_8116_jpg.rf.cd2c00860599f8990dc0deab32515ca0.jpg,train,2-157,0.5048,0,D-DDD,1,format-invalid,1A-6398
